,EdLevel,Country,YearsCodePro,Salary
75606,Bachelor’s degree,Switzerland,11.0,160000.0
75607,Bachelor’s degree,India,13.0,11867.0
75608,Bachelor’s degree,Netherlands,14.0,84960.0
75617,Master’s degree,India,8.0,25128.0
75620,Master’s degree,Germany,6.0,75669.0
75623,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,77556.0
75626,Master’s degree,Italy,3.0,37294.0
75629,Bachelor’s degree,Australia,20.0,74159.0
75631,Master’s degree,Netherlands,5.0,53184.0
75641,Less than a Bachelors,Spain,1.0,19998.0
75643,Less than a Bachelors,Netherlands,5.0,37620.0
75657,Master’s degree,France,9.0,54049.0
75658,Master’s degree,Sweden,7.0,49093.0
75660,Bachelor’s degree,India,3.0,15358.0
75661,Less than a Bachelors,Turkey,21.0,49308.0
75665,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,45241.0
75676,Bachelor’s degree,Sweden,1.0,35672.0
75679,Less than a Bachelors,Sweden,10.0,67500.0
75689,Bachelor’s degree,India,10.0,20943.0
75691,Master’s degree,Germany,5.0,58368.0
75694,Bachelor’s degree,India,1.0,19546.0
75697,Bachelor’s degree,India,4.0,13962.0
75703,Bachelor’s degree,Germany,1.0,45401.0
75704,Master’s degree,Sweden,3.0,43080.0
75705,Bachelor’s degree,India,7.0,50262.0
75706,Master’s degree,Germany,23.0,44320.0
75707,Less than a Bachelors,India,14.0,20100.0
75725,Bachelor’s degree,Germany,5.0,47239.0
75729,Master’s degree,Netherlands,6.0,53184.0
75730,Bachelor’s degree,India,0.5,11169.0
75736,Less than a Bachelors,Sweden,0.5,18408.0
75738,Bachelor’s degree,Sweden,7.0,79264.0
75740,Bachelor’s degree,Turkey,13.0,69036.0
75741,Bachelor’s degree,United States of America,0.5,147100.0
75742,Bachelor’s degree,Germany,9.0,70264.0
75743,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,120211.0
75746,Bachelor’s degree,India,9.0,40489.0
75747,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,15.0,71093.0
75750,Less than a Bachelors,France,11.0,38916.0
75759,Less than a Bachelors,Netherlands,6.0,97288.0
75760,Less than a Bachelors,Poland,2.0,18528.0
75761,Less than a Bachelors,Germany,0.5,36324.0
75765,Master’s degree,India,7.0,36781.0
75772,Bachelor’s degree,Germany,5.0,56211.0
75779,Less than a Bachelors,Israel,10.0,194724.0
75781,Less than a Bachelors,Sweden,4.0,44304.0
75787,Bachelor’s degree,India,2.0,19546.0
75790,Post grad,United States of America,11.0,127000.0
75791,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,51057.0
75794,Bachelor’s degree,Germany,10.0,86478.0
75798,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,1.0,43948.0
75799,Bachelor’s degree,Germany,3.0,44628.0
75800,Less than a Bachelors,Sweden,7.0,54000.0
75801,Post grad,Switzerland,15.0,121979.0
75803,Post grad,United Kingdom of Great Britain and Northern Ireland,7.0,40070.0
75808,Post grad,Sweden,13.0,61368.0
75809,Bachelor’s degree,Germany,3.0,64859.0
75810,Less than a Bachelors,Germany,10.0,64859.0
75815,Master’s degree,France,3.0,46482.0
75817,Bachelor’s degree,Germany,4.0,12972.0
75818,Master’s degree,Sweden,2.0,42828.0
75819,Bachelor’s degree,Turkey,4.0,19728.0
75823,Bachelor’s degree,Russian Federation,15.0,84000.0
75824,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,6.0,54289.0
75829,Master’s degree,Germany,6.0,38916.0
75831,Less than a Bachelors,Germany,4.0,36324.0
75835,Master’s degree,Germany,10.0,58368.0
75836,Bachelor’s degree,Australia,19.0,98395.0
75837,Post grad,United Kingdom of Great Britain and Northern Ireland,12.0,84019.0
75843,Bachelor’s degree,India,3.0,11169.0
75844,Less than a Bachelors,Germany,3.0,45401.0
75847,Master’s degree,Germany,2.0,54480.0
75856,Bachelor’s degree,Poland,4.0,75936.0
75860,Bachelor’s degree,Spain,6.0,42804.0
75863,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,71093.0
75864,Less than a Bachelors,Russian Federation,5.0,15096.0
75866,Less than a Bachelors,Germany,12.0,70264.0
75868,Bachelor’s degree,Norway,21.0,194212.0
75873,Bachelor’s degree,Germany,2.0,54049.0
75878,Less than a Bachelors,Sweden,4.0,42960.0
75883,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,1.0,31022.0
75884,Less than a Bachelors,Germany,17.0,86478.0
75888,Less than a Bachelors,United States of America,11.0,129000.0
75894,Post grad,Australia,5.0,100214.0
75897,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,15.0,63337.0
75900,Bachelor’s degree,Germany,9.0,74588.0
75905,Bachelor’s degree,Russian Federation,7.0,31200.0
75906,Less than a Bachelors,Poland,6.0,39492.0
75909,Bachelor’s degree,United States of America,2.0,181000.0
75911,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,6.0,47180.0
75913,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,52996.0
75923,Master’s degree,France,19.0,43239.0
75929,Bachelor’s degree,India,8.0,25131.0
75932,Less than a Bachelors,France,1.0,24924.0
75935,Less than a Bachelors,Switzerland,10.0,111163.0
75938,Post grad,United Kingdom of Great Britain and Northern Ireland,3.0,71093.0
75941,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,58167.0
75946,Master’s degree,Poland,1.0,13668.0
75949,Less than a Bachelors,Italy,1.0,14268.0
75956,Bachelor’s degree,Germany,14.0,48000.0
75960,Less than a Bachelors,India,14.0,19104.0
75962,Less than a Bachelors,Germany,10.0,38916.0
75964,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,51704.0
75968,Less than a Bachelors,Germany,0.5,10380.0
75972,Master’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,36516.0
75978,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,71093.0
75988,Less than a Bachelors,Germany,25.0,75669.0
75991,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,62045.0
75996,Master’s degree,Germany,10.0,78912.0
75997,Bachelor’s degree,Turkey,4.0,24660.0
76000,Master’s degree,Germany,5.0,64860.0
76001,Master’s degree,Spain,2.0,18377.0
76002,Master’s degree,India,3.0,13962.0
76013,Bachelor’s degree,Netherlands,1.0,31128.0
76014,Bachelor’s degree,Netherlands,10.0,55776.0
76017,Less than a Bachelors,United States of America,15.0,125000.0
76018,Less than a Bachelors,Netherlands,8.0,48644.0
76027,Master’s degree,Switzerland,2.0,76237.0
76030,Master’s degree,Sweden,10.0,55224.0
76032,Bachelor’s degree,Germany,2.0,59454.0
76036,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,60752.0
76038,Bachelor’s degree,India,5.0,25829.0
76043,Bachelor’s degree,India,2.0,20943.0
76053,Master’s degree,India,9.0,16754.0
76056,Post grad,Germany,17.0,64859.0
76058,Master’s degree,France,1.0,35676.0
76059,Master’s degree,India,6.0,20943.0
76067,Master’s degree,Sweden,1.0,39276.0
76068,Master’s degree,Germany,10.0,86478.0
76071,Master’s degree,United Kingdom of Great Britain and Northern Ireland,14.0,59459.0
76072,Bachelor’s degree,Sweden,12.0,62844.0
76079,Bachelor’s degree,India,8.0,27644.0
76084,Master’s degree,Netherlands,5.0,58368.0
76087,Master’s degree,India,8.0,10896.0
76088,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,30.0,58167.0
76089,Less than a Bachelors,Italy,2.0,16860.0
76090,Bachelor’s degree,Germany,6.0,67453.0
76100,Master’s degree,Germany,13.0,108098.0
76101,Bachelor’s degree,Spain,9.0,55130.0
76104,Master’s degree,Spain,4.0,26030.0
76105,Bachelor’s degree,Switzerland,3.0,91488.0
76113,Bachelor’s degree,India,11.0,23735.0
76115,Master’s degree,France,0.5,38916.0
76116,Master’s degree,France,3.0,45401.0
76121,Less than a Bachelors,Netherlands,0.5,40536.0
76123,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,10.0,103408.0
76128,Master’s degree,Germany,12.0,64860.0
76133,Bachelor’s degree,India,3.0,33508.0
76134,Master’s degree,France,22.0,64860.0
76157,Master’s degree,Turkey,13.0,116000.0
76158,Master’s degree,Sweden,10.0,60996.0
76163,Master’s degree,United States of America,1.0,70000.0
76165,Bachelor’s degree,India,4.0,16754.0
76172,Bachelor’s degree,India,7.0,50268.0
76173,Less than a Bachelors,Germany,3.0,44969.0
76176,Master’s degree,France,3.0,56211.0
76190,Master’s degree,Poland,4.0,52548.0
76192,Less than a Bachelors,Poland,5.0,36444.0
76199,Less than a Bachelors,Sweden,15.0,56252.0
76208,Less than a Bachelors,Germany,19.0,51887.0
76211,Master’s degree,Poland,5.0,72900.0
76213,Post grad,Germany,5.0,59454.0
76217,Bachelor’s degree,Germany,4.0,64859.0
76231,Less than a Bachelors,Germany,0.5,43239.0
76239,Less than a Bachelors,France,23.0,77832.0
76247,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,10.0,122796.0
76252,Bachelor’s degree,Russian Federation,3.0,38688.0
76257,Master’s degree,France,3.0,17508.0
76262,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,40717.0
76264,Bachelor’s degree,India,5.0,16754.0
76265,Bachelor’s degree,Russian Federation,2.0,31236.0
76295,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,5.0,100822.0
76299,Less than a Bachelors,Spain,10.0,51888.0
76301,Bachelor’s degree,India,7.0,13068.0
76309,Bachelor’s degree,Poland,10.0,48600.0
76316,Less than a Bachelors,United States of America,7.0,88000.0
76317,Post grad,Switzerland,3.0,81319.0
76320,Master’s degree,Sweden,0.5,34368.0
76322,Post grad,Spain,7.0,35672.0
76323,Less than a Bachelors,Spain,10.0,37834.0
76330,Bachelor’s degree,France,0.5,30267.0
76332,Bachelor’s degree,Italy,7.0,24000.0
76334,Post grad,United States of America,15.0,85000.0
76335,Bachelor’s degree,India,5.0,12564.0
76337,Post grad,Brazil,5.0,16488.0
76338,Master’s degree,Sweden,22.0,58908.0
76341,Less than a Bachelors,United States of America,10.0,150000.0
76344,Bachelor’s degree,United States of America,0.5,110000.0
76348,Master’s degree,Canada,5.0,68068.0
76349,Master’s degree,United States of America,10.0,120000.0
76350,Bachelor’s degree,Australia,1.0,60129.0
76353,Bachelor’s degree,India,1.0,142404.0
76354,Bachelor’s degree,Germany,5.0,57888.0
76356,Bachelor’s degree,Turkey,5.0,16368.0
76361,Bachelor’s degree,Turkey,4.0,19728.0
76371,Master’s degree,France,5.0,59454.0
76374,Less than a Bachelors,Germany,10.0,77832.0
76375,Master’s degree,Russian Federation,15.0,113244.0
76376,Less than a Bachelors,Canada,2.0,39328.0
76380,Bachelor’s degree,United States of America,0.5,120000.0
76386,Bachelor’s degree,Sweden,4.0,45408.0
76388,Master’s degree,Brazil,15.0,16488.0
76390,Less than a Bachelors,Italy,0.5,15564.0
76394,Less than a Bachelors,Italy,0.5,10380.0
76402,Less than a Bachelors,United States of America,0.5,35200.0
76404,Bachelor’s degree,United States of America,13.0,123000.0
76410,Master’s degree,Netherlands,5.0,81074.0
76412,Bachelor’s degree,United States of America,1.0,120000.0
76416,Bachelor’s degree,India,0.5,117276.0
76418,Master’s degree,Germany,5.0,61616.0
76422,Master’s degree,Sweden,2.0,45396.0
76425,Bachelor’s degree,United States of America,20.0,180000.0
76427,Master’s degree,Germany,21.0,86478.0
76428,Less than a Bachelors,United States of America,15.0,106000.0
76429,Bachelor’s degree,Russian Federation,3.0,29256.0
76432,Bachelor’s degree,United States of America,0.5,60000.0
76441,Master’s degree,United States of America,3.0,62300.0
76442,Post grad,Russian Federation,21.0,43404.0
76443,Master’s degree,Germany,4.0,45396.0
76454,Master’s degree,India,2.0,43281.0
76456,Bachelor’s degree,Italy,2.0,37834.0
76457,Master’s degree,Russian Federation,5.0,13212.0
76458,Master’s degree,France,8.0,49725.0
76461,Bachelor’s degree,United States of America,1.0,85000.0
76463,Master’s degree,United Kingdom of Great Britain and Northern Ireland,10.0,109871.0
76468,Bachelor’s degree,Germany,5.0,48644.0
76471,Less than a Bachelors,Germany,15.0,84316.0
76476,Less than a Bachelors,United States of America,2.0,85000.0
76482,Bachelor’s degree,United States of America,36.0,115000.0
76485,Bachelor’s degree,United States of America,5.0,78000.0
76492,Post grad,United States of America,9.0,150000.0
76495,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,12.0,63983.0
76496,Bachelor’s degree,Canada,2.0,49160.0
76511,Master’s degree,United States of America,21.0,188475.0
76520,Bachelor’s degree,United States of America,16.0,190000.0
76522,Bachelor’s degree,United States of America,5.0,110000.0
76523,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,7.0,109871.0
76524,Less than a Bachelors,United States of America,4.0,125000.0
76525,Bachelor’s degree,Australia,13.0,72154.0
76526,Master’s degree,India,14.0,27923.0
76535,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,25.0,135722.0
76538,Bachelor’s degree,Germany,4.0,48644.0
76539,Master’s degree,France,5.0,40537.0
76543,Bachelor’s degree,United States of America,0.5,55000.0
76544,Bachelor’s degree,Turkey,2.0,39444.0
76545,Master’s degree,Switzerland,8.0,96566.0
76550,Bachelor’s degree,France,3.0,33510.0
76551,Master’s degree,Netherlands,7.0,124313.0
76552,Less than a Bachelors,Turkey,6.0,19728.0
76554,Master’s degree,Netherlands,7.0,46704.0
76555,Bachelor’s degree,France,3.0,30267.0
76561,Bachelor’s degree,United States of America,2.0,160000.0
76568,Bachelor’s degree,United States of America,8.0,125000.0
76570,Bachelor’s degree,Poland,6.0,46069.0
76576,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,15.0,129259.0
76578,Bachelor’s degree,Netherlands,5.0,51888.0
76581,Master’s degree,Canada,15.0,74119.0
76586,Master’s degree,France,2.0,52049.0
76589,Less than a Bachelors,Russian Federation,7.0,45300.0
76594,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,116333.0
76596,Less than a Bachelors,United States of America,3.0,82000.0
76600,Master’s degree,France,16.0,35028.0
76601,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,4.0,42656.0
76604,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,45241.0
76605,Bachelor’s degree,Turkey,8.0,27612.0
76606,Less than a Bachelors,Netherlands,20.0,160848.0
76617,Master’s degree,Germany,17.0,86478.0
76621,Bachelor’s degree,United States of America,12.0,75000.0
76623,Less than a Bachelors,Brazil,34.0,14016.0
76624,Master’s degree,United States of America,8.0,126000.0
76625,Bachelor’s degree,Brazil,5.0,19236.0
76629,Bachelor’s degree,United States of America,14.0,165000.0
76634,Master’s degree,United Kingdom of Great Britain and Northern Ireland,24.0,155111.0
76635,Bachelor’s degree,Brazil,7.0,41232.0
76638,Master’s degree,Germany,22.0,108098.0
76639,Bachelor’s degree,Brazil,6.0,21996.0
76641,Less than a Bachelors,United States of America,9.0,160000.0
76644,Bachelor’s degree,United States of America,6.0,115000.0
76650,Master’s degree,Canada,2.0,56723.0
76652,Bachelor’s degree,Germany,10.0,91883.0
76653,Less than a Bachelors,United States of America,15.0,185000.0
76655,Bachelor’s degree,United States of America,6.0,120000.0
76656,Post grad,United Kingdom of Great Britain and Northern Ireland,9.0,168037.0
76659,Master’s degree,Norway,6.0,82540.0
76661,Less than a Bachelors,Canada,3.0,55211.0
76666,Master’s degree,United States of America,3.0,80000.0
76668,Bachelor’s degree,United States of America,24.0,140000.0
76669,Master’s degree,United States of America,5.0,120000.0
76670,Less than a Bachelors,Sweden,22.0,49092.0
76673,Master’s degree,United Kingdom of Great Britain and Northern Ireland,10.0,122796.0
76675,Bachelor’s degree,Spain,5.0,45401.0
76679,Master’s degree,France,10.0,84316.0
76681,Master’s degree,United States of America,2.0,56500.0
76683,Master’s degree,Spain,23.0,54049.0
76684,Less than a Bachelors,Canada,10.0,26471.0
76689,Bachelor’s degree,United States of America,0.5,65000.0
76690,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,64630.0
76695,Bachelor’s degree,Canada,21.0,136136.0
76696,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,25.0,94359.0
76697,Master’s degree,United States of America,2.0,145000.0
76699,Bachelor’s degree,United States of America,5.0,103000.0
76700,Bachelor’s degree,India,12.0,41880.0
76702,Bachelor’s degree,Switzerland,10.0,146376.0
76706,Bachelor’s degree,Brazil,15.0,54972.0
76707,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,51704.0
76709,Bachelor’s degree,United States of America,20.0,200000.0
76711,Master’s degree,United States of America,5.0,97000.0
76713,Bachelor’s degree,United States of America,2.0,75600.0
76715,Less than a Bachelors,United States of America,1.0,34300.0
76717,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,2.0,90482.0
76720,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,46533.0
76722,Bachelor’s degree,United States of America,10.0,200000.0
76724,Bachelor’s degree,United States of America,6.0,180000.0
76726,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,31022.0
76730,Bachelor’s degree,United States of America,7.0,100000.0
76734,Master’s degree,Brazil,7.0,32988.0
76735,Bachelor’s degree,Poland,8.0,20052.0
76736,Bachelor’s degree,India,2.0,10056.0
76737,Master’s degree,Germany,16.0,103774.0
76743,Master’s degree,India,15.0,48866.0
76744,Post grad,Germany,22.0,84316.0
76745,Bachelor’s degree,Netherlands,0.5,31776.0
76747,Bachelor’s degree,United States of America,9.0,195000.0
76751,Bachelor’s degree,Canada,5.0,60505.0
76753,Master’s degree,United Kingdom of Great Britain and Northern Ireland,20.0,84019.0
76755,Master’s degree,Germany,21.0,77832.0
76757,Bachelor’s degree,Germany,9.0,72426.0
76758,Master’s degree,United States of America,6.0,80000.0
76760,Less than a Bachelors,Germany,14.0,58373.0
76767,Master’s degree,Brazil,5.0,20616.0
76771,Bachelor’s degree,United States of America,10.0,135000.0
76773,Bachelor’s degree,United States of America,10.0,110000.0
76774,Bachelor’s degree,United States of America,25.0,130000.0
76775,Less than a Bachelors,United States of America,3.0,105000.0
76778,Less than a Bachelors,United States of America,30.0,100000.0
76779,Master’s degree,United States of America,15.0,150000.0
76787,Master’s degree,United States of America,9.0,98000.0
76791,Bachelor’s degree,United States of America,12.0,174000.0
76793,Master’s degree,United Kingdom of Great Britain and Northern Ireland,0.5,71093.0
76795,Bachelor’s degree,India,6.0,22339.0
76796,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,11.0,65922.0
76797,Post grad,Netherlands,12.0,75669.0
76798,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,13.0,68507.0
76800,Master’s degree,United States of America,2.0,50000.0
76807,Bachelor’s degree,Italy,5.0,37834.0
76808,Master’s degree,France,6.0,71472.0
76809,Less than a Bachelors,Germany,7.0,97288.0
76810,Bachelor’s degree,United States of America,6.0,80000.0
76811,Bachelor’s degree,India,4.0,30716.0
76813,Bachelor’s degree,India,18.0,44678.0
76817,Bachelor’s degree,United States of America,10.0,75000.0
76819,Bachelor’s degree,United States of America,12.0,104000.0
76821,Less than a Bachelors,United States of America,30.0,120000.0
76825,Bachelor’s degree,Germany,8.0,105936.0
76828,Bachelor’s degree,United States of America,6.0,139000.0
76829,Master’s degree,United States of America,19.0,96907.0
76836,Bachelor’s degree,United States of America,25.0,110000.0
76837,Master’s degree,Norway,2.0,70132.0
76846,Master’s degree,France,15.0,31128.0
76847,Less than a Bachelors,United States of America,13.0,140000.0
76849,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,0.5,22600.0
76850,Bachelor’s degree,United States of America,6.0,51500.0
76851,Bachelor’s degree,United States of America,40.0,100000.0
76854,Master’s degree,United States of America,10.0,170000.0
76855,Bachelor’s degree,Netherlands,11.0,47352.0
76856,Bachelor’s degree,United States of America,7.0,130000.0
76857,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,14.0,96945.0
76858,Bachelor’s degree,United States of America,2.0,90000.0
76860,Post grad,United States of America,20.0,200000.0
76864,Less than a Bachelors,United States of America,6.0,150000.0
76867,Bachelor’s degree,United States of America,7.0,110000.0
76869,Master’s degree,Germany,6.0,64859.0
76871,Master’s degree,United States of America,6.0,83000.0
76872,Bachelor’s degree,Netherlands,13.0,86478.0
76877,Less than a Bachelors,Switzerland,15.0,132143.0
76878,Bachelor’s degree,Canada,6.0,85463.0
76880,Less than a Bachelors,Russian Federation,3.0,22644.0
76881,Bachelor’s degree,United States of America,4.0,104000.0
76883,Bachelor’s degree,United States of America,25.0,150000.0
76886,Bachelor’s degree,Germany,13.0,70264.0
76888,Bachelor’s degree,United States of America,6.0,160000.0
76894,Bachelor’s degree,United States of America,2.0,150000.0
76900,Less than a Bachelors,Italy,5.0,19452.0
76901,Bachelor’s degree,United States of America,8.0,135000.0
76902,Less than a Bachelors,United States of America,2.0,65000.0
76903,Bachelor’s degree,United States of America,8.0,120000.0
76904,Master’s degree,Canada,5.0,102102.0
76911,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,22.0,180963.0
76914,Master’s degree,United States of America,3.0,75000.0
76915,Bachelor’s degree,Canada,6.0,83194.0
76919,Master’s degree,United States of America,3.0,130000.0
76922,Master’s degree,United States of America,10.0,140000.0
76923,Master’s degree,United States of America,3.0,72100.0
76925,Bachelor’s degree,Poland,12.0,91128.0
76928,Master’s degree,United States of America,8.0,130000.0
76929,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,71093.0
76932,Master’s degree,Germany,22.0,86478.0
76936,Bachelor’s degree,Spain,3.0,41618.0
76939,Bachelor’s degree,United States of America,6.0,58000.0
76947,Master’s degree,Canada,2.0,30253.0
76953,Master’s degree,United States of America,20.0,200000.0
76954,Bachelor’s degree,United States of America,3.0,70000.0
76956,Bachelor’s degree,Brazil,9.0,32988.0
76957,Bachelor’s degree,Brazil,11.0,35736.0
76962,Master’s degree,Germany,3.0,65940.0
76965,Bachelor’s degree,United States of America,3.0,105000.0
76971,Bachelor’s degree,United States of America,10.0,100000.0
76974,Bachelor’s degree,India,16.0,48866.0
76975,Less than a Bachelors,United States of America,14.0,147000.0
76976,Less than a Bachelors,Canada,4.0,50673.0
76979,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,5.0,96945.0
76981,Bachelor’s degree,United States of America,3.0,70000.0
76985,Less than a Bachelors,United States of America,2.0,105000.0
76986,Post grad,United States of America,19.0,170196.0
76987,Less than a Bachelors,United States of America,7.0,200000.0
76988,Bachelor’s degree,Poland,13.0,90804.0
76991,Master’s degree,Netherlands,10.0,64860.0
76992,Bachelor’s degree,United States of America,3.0,65000.0
76993,Bachelor’s degree,India,16.0,29320.0
76994,Bachelor’s degree,United States of America,6.0,140000.0
76999,Post grad,France,6.0,48644.0
77000,Master’s degree,France,5.0,45401.0
77002,Bachelor’s degree,United States of America,1.0,76000.0
77008,Bachelor’s degree,United States of America,12.0,140000.0
77013,Post grad,United States of America,15.0,150000.0
77014,Master’s degree,United States of America,0.5,71000.0
77017,Less than a Bachelors,Canada,5.0,71850.0
77018,Less than a Bachelors,Switzerland,21.0,168037.0
77019,Bachelor’s degree,United States of America,31.0,74200.0
77021,Bachelor’s degree,India,9.0,34904.0
77023,Bachelor’s degree,United States of America,8.0,135000.0
77024,Less than a Bachelors,United States of America,5.0,126600.0
77026,Bachelor’s degree,Brazil,11.0,59558.0
77029,Bachelor’s degree,United States of America,5.0,130000.0
77030,Less than a Bachelors,United States of America,7.0,143000.0
77032,Bachelor’s degree,United States of America,8.0,91000.0
77033,Bachelor’s degree,United States of America,1.0,60000.0
77034,Less than a Bachelors,Germany,4.0,38916.0
77038,Less than a Bachelors,Germany,4.0,12456.0
77040,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,5.0,90482.0
77042,Bachelor’s degree,United States of America,8.0,189000.0
77051,Bachelor’s degree,United States of America,2.0,77400.0
77053,Master’s degree,Germany,8.0,81074.0
77059,Bachelor’s degree,United States of America,26.0,129000.0
77063,Bachelor’s degree,Israel,7.0,140088.0
77066,Master’s degree,Germany,15.0,102693.0
77067,Master’s degree,Russian Federation,6.0,31140.0
77068,Less than a Bachelors,Canada,4.0,75631.0
77069,Less than a Bachelors,Brazil,29.0,12372.0
77072,Bachelor’s degree,United States of America,9.0,90000.0
77074,Less than a Bachelors,United States of America,2.0,53000.0
77076,Bachelor’s degree,United States of America,4.0,85000.0
77084,Bachelor’s degree,United States of America,10.0,165000.0
77087,Bachelor’s degree,United States of America,26.0,110000.0
77090,Bachelor’s degree,United States of America,4.0,75000.0
77093,Bachelor’s degree,United States of America,5.0,82000.0
77095,Bachelor’s degree,Norway,2.0,67974.0
77097,Bachelor’s degree,United States of America,21.0,138000.0
77099,Bachelor’s degree,United States of America,6.0,165000.0
77100,Bachelor’s degree,Russian Federation,3.0,22644.0
77101,Bachelor’s degree,United States of America,24.0,110000.0
77108,Less than a Bachelors,United States of America,31.0,115000.0
77110,Less than a Bachelors,United States of America,16.0,155000.0
77112,Bachelor’s degree,India,13.0,53753.0
77116,Master’s degree,France,25.0,58373.0
77117,Bachelor’s degree,United States of America,5.0,145000.0
77119,Less than a Bachelors,United States of America,0.5,71500.0
77121,Less than a Bachelors,Brazil,3.0,17316.0
77132,Less than a Bachelors,Germany,11.0,70264.0
77137,Less than a Bachelors,United States of America,0.5,52000.0
77142,Less than a Bachelors,Brazil,6.0,22907.0
77145,Bachelor’s degree,United States of America,2.0,105000.0
77152,Less than a Bachelors,United States of America,14.0,85000.0
77153,Master’s degree,France,15.0,75669.0
77154,Master’s degree,United States of America,25.0,175000.0
77155,Bachelor’s degree,United States of America,20.0,72000.0
77156,Bachelor’s degree,United States of America,31.0,160000.0
77158,Master’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,64630.0
77160,Bachelor’s degree,United States of America,10.0,171000.0
77161,Master’s degree,France,13.0,62916.0
77162,Master’s degree,United States of America,21.0,140000.0
77166,Less than a Bachelors,United States of America,9.0,120190.0
77167,Bachelor’s degree,United States of America,1.0,66000.0
77168,Master’s degree,United States of America,5.0,200000.0
77169,Bachelor’s degree,Canada,8.0,120000.0
77171,Master’s degree,Russian Federation,5.0,31455.0
77172,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,14.0,90482.0
77176,Bachelor’s degree,Germany,12.0,92964.0
77179,Less than a Bachelors,Poland,3.0,45864.0
77186,Bachelor’s degree,United States of America,3.0,110000.0
77189,Bachelor’s degree,United States of America,1.0,52000.0
77195,Master’s degree,Germany,17.0,64859.0
77196,Master’s degree,United States of America,2.0,100000.0
77197,Less than a Bachelors,Russian Federation,20.0,56616.0
77199,Post grad,Russian Federation,18.0,94368.0
77200,Master’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,67215.0
77202,Bachelor’s degree,Turkey,7.0,128208.0
77205,Bachelor’s degree,United States of America,14.0,125000.0
77210,Master’s degree,United States of America,15.0,150000.0
77212,Bachelor’s degree,United States of America,4.0,90000.0
77213,Master’s degree,France,20.0,86478.0
77219,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,16.0,81433.0
77222,Master’s degree,Spain,29.0,42158.0
77224,Master’s degree,Sweden,17.0,71184.0
77231,Post grad,France,17.0,140527.0
77232,Bachelor’s degree,Germany,10.0,129718.0
77235,Less than a Bachelors,Brazil,9.0,137436.0
77237,Master’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,71093.0
77244,Less than a Bachelors,United States of America,7.0,101000.0
77248,Bachelor’s degree,India,6.0,14660.0
77252,Bachelor’s degree,United States of America,4.0,150000.0
77254,Less than a Bachelors,United States of America,15.0,125000.0
77257,Bachelor’s degree,United States of America,6.0,91780.0
